Date,Location_ID,Location_Name,Location_Type,Lat,Lon,Product_ID,Product_Name,Category,Sales_Quantity,Current_Stock,Lead_Time_Days,Price
2025-04-11,Branch_005,Uppal,Spoke,17.39,78.56,SKU_001,Milk,Dairy,97,164,2,3.5
2025-04-11,Branch_005,Uppal,Spoke,17.39,78.56,SKU_002,Bread,Bakery,88,89,2,2.0
2025-04-11,Branch_005,Uppal,Spoke,17.39,78.56,SKU_003,Smartphone,Electronics,8,10,2,500.0
2025-04-11,Branch_005,Uppal,Spoke,17.39,78.56,SKU_004,T-Shirt,Clothing,46,53,2,15.0
2025-04-11,Branch_005,Uppal,Spoke,17.39,78.56,SKU_005,Detergent,Household,22,27,2,8.0
2025-04-12,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_001,Milk,Dairy,0,8137,14,3.5
2025-04-12,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_002,Bread,Bakery,0,4375,14,2.0
2025-04-12,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_003,Smartphone,Electronics,0,591,14,500.0
2025-04-12,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_004,T-Shirt,Clothing,0,2535,14,15.0
2025-04-12,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_005,Detergent,Household,0,1784,14,8.0
2025-04-12,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_001,Milk,Dairy,318,297,2,3.5
2025-04-12,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_002,Bread,Bakery,176,200,2,2.0
2025-04-12,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_003,Smartphone,Electronics,22,22,2,500.0
2025-04-12,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_004,T-Shirt,Clothing,89,99,2,15.0
2025-04-12,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_005,Detergent,Household,64,59,2,8.0
2025-04-12,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_001,Milk,Dairy,226,231,2,3.5
2025-04-12,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_002,Bread,Bakery,140,143,2,2.0
2025-04-12,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_003,Smartphone,Electronics,14,16,2,500.0
2025-04-12,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_004,T-Shirt,Clothing,80,63,2,15.0
2025-04-12,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_005,Detergent,Household,52,42,2,8.0
2025-04-12,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_001,Milk,Dairy,235,227,2,3.5
2025-04-12,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_002,Bread,Bakery,187,209,2,2.0
2025-04-12,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_003,Smartphone,Electronics,20,15,2,500.0
2025-04-12,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_004,T-Shirt,Clothing,66,82,2,15.0
2025-04-12,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_005,Detergent,Household,37,51,2,8.0
2025-04-12,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_001,Milk,Dairy,198,167,2,3.5
2025-04-12,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_002,Bread,Bakery,126,130,2,2.0
2025-04-12,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_003,Smartphone,Electronics,13,12,2,500.0
2025-04-12,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_004,T-Shirt,Clothing,56,60,2,15.0
2025-04-12,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_005,Detergent,Household,44,35,2,8.0
2025-04-12,Branch_005,Uppal,Spoke,17.39,78.56,SKU_001,Milk,Dairy,169,107,2,3.5
2025-04-12,Branch_005,Uppal,Spoke,17.39,78.56,SKU_002,Bread,Bakery,101,102,2,2.0
2025-04-12,Branch_005,Uppal,Spoke,17.39,78.56,SKU_003,Smartphone,Electronics,14,11,2,500.0
2025-04-12,Branch_005,Uppal,Spoke,17.39,78.56,SKU_004,T-Shirt,Clothing,46,47,2,15.0
2025-04-12,Branch_005,Uppal,Spoke,17.39,78.56,SKU_005,Detergent,Household,25,26,2,8.0
2025-04-13,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_001,Milk,Dairy,0,8049,14,3.5
2025-04-13,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_002,Bread,Bakery,0,5327,14,2.0
2025-04-13,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_003,Smartphone,Electronics,0,501,14,500.0
2025-04-13,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_004,T-Shirt,Clothing,0,2279,14,15.0
2025-04-13,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_005,Detergent,Household,0,1563,14,8.0
2025-04-13,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_001,Milk,Dairy,253,328,2,3.5
2025-04-13,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_002,Bread,Bakery,181,205,2,2.0
2025-04-13,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_003,Smartphone,Electronics,19,22,2,500.0
2025-04-13,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_004,T-Shirt,Clothing,107,87,2,15.0
2025-04-13,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_005,Detergent,Household,63,48,2,8.0
2025-04-13,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_001,Milk,Dairy,216,204,2,3.5
2025-04-13,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_002,Bread,Bakery,172,142,2,2.0
2025-04-13,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_003,Smartphone,Electronics,16,16,2,500.0
2025-04-13,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_004,T-Shirt,Clothing,80,70,2,15.0
2025-04-13,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_005,Detergent,Household,49,49,2,8.0
2025-04-13,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_001,Milk,Dairy,254,283,2,3.5
2025-04-13,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_002,Bread,Bakery,165,179,2,2.0
2025-04-13,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_003,Smartphone,Electronics,15,18,2,500.0
2025-04-13,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_004,T-Shirt,Clothing,86,98,2,15.0
2025-04-13,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_005,Detergent,Household,58,52,2,8.0
2025-04-13,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_001,Milk,Dairy,207,164,2,3.5
2025-04-13,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_002,Bread,Bakery,129,126,2,2.0
2025-04-13,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_003,Smartphone,Electronics,13,12,2,500.0
2025-04-13,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_004,T-Shirt,Clothing,88,48,2,15.0
2025-04-13,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_005,Detergent,Household,34,35,2,8.0
2025-04-13,Branch_005,Uppal,Spoke,17.39,78.56,SKU_001,Milk,Dairy,213,169,2,3.5
2025-04-13,Branch_005,Uppal,Spoke,17.39,78.56,SKU_002,Bread,Bakery,111,86,2,2.0
2025-04-13,Branch_005,Uppal,Spoke,17.39,78.56,SKU_003,Smartphone,Electronics,10,8,2,500.0
2025-04-13,Branch_005,Uppal,Spoke,17.39,78.56,SKU_004,T-Shirt,Clothing,55,58,2,15.0
2025-04-13,Branch_005,Uppal,Spoke,17.39,78.56,SKU_005,Detergent,Household,28,30,2,8.0
2025-04-14,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_001,Milk,Dairy,0,7226,14,3.5
2025-04-14,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_002,Bread,Bakery,0,4039,14,2.0
2025-04-14,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_003,Smartphone,Electronics,0,603,14,500.0
2025-04-14,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_004,T-Shirt,Clothing,0,2381,14,15.0
2025-04-14,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_005,Detergent,Household,0,1489,14,8.0
2025-04-14,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_001,Milk,Dairy,217,281,2,3.5
2025-04-14,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_002,Bread,Bakery,148,191,2,2.0
2025-04-14,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_003,Smartphone,Electronics,12,19,2,500.0
2025-04-14,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_004,T-Shirt,Clothing,74,83,2,15.0
2025-04-14,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_005,Detergent,Household,48,63,2,8.0
2025-04-14,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_001,Milk,Dairy,182,250,2,3.5
2025-04-14,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_002,Bread,Bakery,132,128,2,2.0
2025-04-14,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_003,Smartphone,Electronics,10,13,2,500.0
2025-04-14,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_004,T-Shirt,Clothing,56,82,2,15.0
2025-04-14,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_005,Detergent,Household,37,35,2,8.0
2025-04-14,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_001,Milk,Dairy,212,305,2,3.5
2025-04-14,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_002,Bread,Bakery,116,145,2,2.0
2025-04-14,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_003,Smartphone,Electronics,13,18,2,500.0
2025-04-14,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_004,T-Shirt,Clothing,63,100,2,15.0
2025-04-14,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_005,Detergent,Household,34,67,2,8.0
2025-04-14,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_001,Milk,Dairy,168,164,2,3.5
2025-04-14,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_002,Bread,Bakery,91,121,2,2.0
2025-04-14,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_003,Smartphone,Electronics,10,12,2,500.0
2025-04-14,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_004,T-Shirt,Clothing,45,51,2,15.0
2025-04-14,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_005,Detergent,Household,33,37,2,8.0
2025-04-14,Branch_005,Uppal,Spoke,17.39,78.56,SKU_001,Milk,Dairy,102,137,2,3.5
2025-04-14,Branch_005,Uppal,Spoke,17.39,78.56,SKU_002,Bread,Bakery,97,83,2,2.0
2025-04-14,Branch_005,Uppal,Spoke,17.39,78.56,SKU_003,Smartphone,Electronics,8,8,2,500.0
2025-04-14,Branch_005,Uppal,Spoke,17.39,78.56,SKU_004,T-Shirt,Clothing,35,48,2,15.0
2025-04-14,Branch_005,Uppal,Spoke,17.39,78.56,SKU_005,Detergent,Household,22,30,2,8.0
2025-04-15,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_001,Milk,Dairy,0,8240,14,3.5
2025-04-15,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_002,Bread,Bakery,0,5673,14,2.0
2025-04-15,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_003,Smartphone,Electronics,0,512,14,500.0
2025-04-15,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_004,T-Shirt,Clothing,0,2488,14,15.0
2025-04-15,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_005,Detergent,Household,0,1506,14,8.0
2025-04-15,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_001,Milk,Dairy,209,304,2,3.5
2025-04-15,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_002,Bread,Bakery,143,231,2,2.0
2025-04-15,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_003,Smartphone,Electronics,14,21,2,500.0
2025-04-15,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_004,T-Shirt,Clothing,71,102,2,15.0
2025-04-15,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_005,Detergent,Household,48,60,2,8.0
2025-04-15,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_001,Milk,Dairy,208,220,2,3.5
2025-04-15,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_002,Bread,Bakery,147,178,2,2.0
2025-04-15,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_003,Smartphone,Electronics,14,16,2,500.0
2025-04-15,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_004,T-Shirt,Clothing,64,76,2,15.0
2025-04-15,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_005,Detergent,Household,23,44,2,8.0
2025-04-15,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_001,Milk,Dairy,191,332,2,3.5
2025-04-15,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_002,Bread,Bakery,127,181,2,2.0
2025-04-15,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_003,Smartphone,Electronics,11,19,2,500.0
2025-04-15,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_004,T-Shirt,Clothing,45,102,2,15.0
2025-04-15,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_005,Detergent,Household,42,60,2,8.0
2025-04-15,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_001,Milk,Dairy,158,183,2,3.5
2025-04-15,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_002,Bread,Bakery,102,89,2,2.0
2025-04-15,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_003,Smartphone,Electronics,11,11,2,500.0
2025-04-15,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_004,T-Shirt,Clothing,49,65,2,15.0
2025-04-15,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_005,Detergent,Household,24,34,2,8.0
2025-04-15,Branch_005,Uppal,Spoke,17.39,78.56,SKU_001,Milk,Dairy,107,159,2,3.5
2025-04-15,Branch_005,Uppal,Spoke,17.39,78.56,SKU_002,Bread,Bakery,77,102,2,2.0
2025-04-15,Branch_005,Uppal,Spoke,17.39,78.56,SKU_003,Smartphone,Electronics,8,10,2,500.0
2025-04-15,Branch_005,Uppal,Spoke,17.39,78.56,SKU_004,T-Shirt,Clothing,49,43,2,15.0
2025-04-15,Branch_005,Uppal,Spoke,17.39,78.56,SKU_005,Detergent,Household,26,28,2,8.0
2025-04-16,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_001,Milk,Dairy,0,8431,14,3.5
2025-04-16,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_002,Bread,Bakery,0,5271,14,2.0
2025-04-16,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_003,Smartphone,Electronics,0,578,14,500.0
2025-04-16,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_004,T-Shirt,Clothing,0,2467,14,15.0
2025-04-16,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_005,Detergent,Household,0,1488,14,8.0
2025-04-16,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_001,Milk,Dairy,240,269,2,3.5
2025-04-16,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_002,Bread,Bakery,164,203,2,2.0
2025-04-16,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_003,Smartphone,Electronics,13,22,2,500.0
2025-04-16,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_004,T-Shirt,Clothing,59,93,2,15.0
2025-04-16,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_005,Detergent,Household,50,56,2,8.0
2025-04-16,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_001,Milk,Dairy,183,279,2,3.5
2025-04-16,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_002,Bread,Bakery,127,154,2,2.0
2025-04-16,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_003,Smartphone,Electronics,11,14,2,500.0
2025-04-16,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_004,T-Shirt,Clothing,64,80,2,15.0
2025-04-16,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_005,Detergent,Household,34,47,2,8.0
2025-04-16,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_001,Milk,Dairy,189,245,2,3.5
2025-04-16,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_002,Bread,Bakery,95,147,2,2.0
2025-04-16,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_003,Smartphone,Electronics,13,21,2,500.0
2025-04-16,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_004,T-Shirt,Clothing,84,91,2,15.0
2025-04-16,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_005,Detergent,Household,46,55,2,8.0
2025-04-16,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_001,Milk,Dairy,165,176,2,3.5
2025-04-16,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_002,Bread,Bakery,89,116,2,2.0
2025-04-16,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_003,Smartphone,Electronics,11,11,2,500.0
2025-04-16,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_004,T-Shirt,Clothing,35,56,2,15.0
2025-04-16,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_005,Detergent,Household,25,40,2,8.0
2025-04-16,Branch_005,Uppal,Spoke,17.39,78.56,SKU_001,Milk,Dairy,97,159,2,3.5
2025-04-16,Branch_005,Uppal,Spoke,17.39,78.56,SKU_002,Bread,Bakery,93,108,2,2.0
2025-04-16,Branch_005,Uppal,Spoke,17.39,78.56,SKU_003,Smartphone,Electronics,8,10,2,500.0
2025-04-16,Branch_005,Uppal,Spoke,17.39,78.56,SKU_004,T-Shirt,Clothing,34,52,2,15.0
2025-04-16,Branch_005,Uppal,Spoke,17.39,78.56,SKU_005,Detergent,Household,23,28,2,8.0
2025-04-17,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_001,Milk,Dairy,0,8305,14,3.5
2025-04-17,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_002,Bread,Bakery,0,5614,14,2.0
2025-04-17,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_003,Smartphone,Electronics,0,486,14,500.0
2025-04-17,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_004,T-Shirt,Clothing,0,2217,14,15.0
2025-04-17,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_005,Detergent,Household,0,1557,14,8.0
2025-04-17,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_001,Milk,Dairy,184,297,2,3.5
2025-04-17,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_002,Bread,Bakery,188,221,2,2.0
2025-04-17,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_003,Smartphone,Electronics,15,21,2,500.0
2025-04-17,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_004,T-Shirt,Clothing,72,98,2,15.0
2025-04-17,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_005,Detergent,Household,33,58,2,8.0
2025-04-17,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_001,Milk,Dairy,199,236,2,3.5
2025-04-17,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_002,Bread,Bakery,117,132,2,2.0
2025-04-17,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_003,Smartphone,Electronics,14,15,2,500.0
2025-04-17,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_004,T-Shirt,Clothing,51,87,2,15.0
2025-04-17,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_005,Detergent,Household,38,43,2,8.0
2025-04-17,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_001,Milk,Dairy,164,293,2,3.5
2025-04-17,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_002,Bread,Bakery,118,183,2,2.0
2025-04-17,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_003,Smartphone,Electronics,12,21,2,500.0
2025-04-17,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_004,T-Shirt,Clothing,83,96,2,15.0
2025-04-17,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_005,Detergent,Household,38,60,2,8.0
2025-04-17,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_001,Milk,Dairy,171,210,2,3.5
2025-04-17,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_002,Bread,Bakery,90,107,2,2.0
2025-04-17,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_003,Smartphone,Electronics,7,11,2,500.0
2025-04-17,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_004,T-Shirt,Clothing,55,61,2,15.0
2025-04-17,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_005,Detergent,Household,28,38,2,8.0
2025-04-17,Branch_005,Uppal,Spoke,17.39,78.56,SKU_001,Milk,Dairy,170,138,2,3.5
2025-04-17,Branch_005,Uppal,Spoke,17.39,78.56,SKU_002,Bread,Bakery,106,116,2,2.0
2025-04-17,Branch_005,Uppal,Spoke,17.39,78.56,SKU_003,Smartphone,Electronics,5,9,2,500.0
2025-04-17,Branch_005,Uppal,Spoke,17.39,78.56,SKU_004,T-Shirt,Clothing,36,51,2,15.0
2025-04-17,Branch_005,Uppal,Spoke,17.39,78.56,SKU_005,Detergent,Household,29,29,2,8.0
2025-04-18,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_001,Milk,Dairy,0,9222,14,3.5
2025-04-18,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_002,Bread,Bakery,0,5137,14,2.0
2025-04-18,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_003,Smartphone,Electronics,0,519,14,500.0
2025-04-18,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_004,T-Shirt,Clothing,0,2497,14,15.0
2025-04-18,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_005,Detergent,Household,0,1455,14,8.0
2025-04-18,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_001,Milk,Dairy,235,291,2,3.5
2025-04-18,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_002,Bread,Bakery,134,219,2,2.0
2025-04-18,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_003,Smartphone,Electronics,15,18,2,500.0
2025-04-18,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_004,T-Shirt,Clothing,80,106,2,15.0
2025-04-18,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_005,Detergent,Household,39,60,2,8.0
2025-04-18,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_001,Milk,Dairy,129,203,2,3.5
2025-04-18,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_002,Bread,Bakery,116,158,2,2.0
2025-04-18,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_003,Smartphone,Electronics,13,12,2,500.0
2025-04-18,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_004,T-Shirt,Clothing,53,76,2,15.0
2025-04-18,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_005,Detergent,Household,31,44,2,8.0
2025-04-18,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_001,Milk,Dairy,198,264,2,3.5
2025-04-18,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_002,Bread,Bakery,69,180,2,2.0
2025-04-18,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_003,Smartphone,Electronics,14,13,2,500.0
2025-04-18,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_004,T-Shirt,Clothing,52,100,2,15.0
2025-04-18,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_005,Detergent,Household,40,56,2,8.0
2025-04-18,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_001,Milk,Dairy,91,190,2,3.5
2025-04-18,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_002,Bread,Bakery,90,124,2,2.0
2025-04-18,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_003,Smartphone,Electronics,10,12,2,500.0
2025-04-18,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_004,T-Shirt,Clothing,53,54,2,15.0
2025-04-18,Branch_004,Secunderabad,Spoke,17.43,78.5,SKU_005,Detergent,Household,24,37,2,8.0
2025-04-18,Branch_005,Uppal,Spoke,17.39,78.56,SKU_001,Milk,Dairy,151,129,2,3.5
2025-04-18,Branch_005,Uppal,Spoke,17.39,78.56,SKU_002,Bread,Bakery,89,104,2,2.0
2025-04-18,Branch_005,Uppal,Spoke,17.39,78.56,SKU_003,Smartphone,Electronics,7,11,2,500.0
2025-04-18,Branch_005,Uppal,Spoke,17.39,78.56,SKU_004,T-Shirt,Clothing,49,51,2,15.0
2025-04-18,Branch_005,Uppal,Spoke,17.39,78.56,SKU_005,Detergent,Household,27,29,2,8.0
2025-04-19,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_001,Milk,Dairy,0,7539,14,3.5
2025-04-19,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_002,Bread,Bakery,0,4370,14,2.0
2025-04-19,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_003,Smartphone,Electronics,0,488,14,500.0
2025-04-19,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_004,T-Shirt,Clothing,0,2818,14,15.0
2025-04-19,Warehouse,Kompally Central Warehouse,Hub,17.55,78.49,SKU_005,Detergent,Household,0,1440,14,8.0
2025-04-19,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_001,Milk,Dairy,344,292,2,3.5
2025-04-19,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_002,Bread,Bakery,286,200,2,2.0
2025-04-19,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_003,Smartphone,Electronics,21,14,2,500.0
2025-04-19,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_004,T-Shirt,Clothing,116,97,2,15.0
2025-04-19,Branch_001,Hitech City,Spoke,17.44,78.38,SKU_005,Detergent,Household,62,52,2,8.0
2025-04-19,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_001,Milk,Dairy,191,263,2,3.5
2025-04-19,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_002,Bread,Bakery,195,161,2,2.0
2025-04-19,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_003,Smartphone,Electronics,15,13,2,500.0
2025-04-19,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_004,T-Shirt,Clothing,89,82,2,15.0
2025-04-19,Branch_002,Banjara Hills,Spoke,17.41,78.43,SKU_005,Detergent,Household,48,47,2,8.0
2025-04-19,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_001,Milk,Dairy,166,297,2,3.5
2025-04-19,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_002,Bread,Bakery,148,175,2,2.0
2025-04-19,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_003,Smartphone,Electronics,17,16,2,500.0
2025-04-19,Branch_003,Gachibowli,Spoke,17.44,78.34,SKU_004,T-Shirt,Clothing,81,102,2,15.0
