Date,Location_ID,Location_Name,Location_Type,Product_ID,Product_Name,Category,Sub_Category,Price,Sales_Qty,Revenue,Current_Stock,Target_Stock
2025-09-19,S_004,Kukatpally,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,40,14000,144,280
2025-09-19,S_004,Kukatpally,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,48,9600,321,420
2025-09-19,S_004,Kukatpally,Store,H_003,Study Table,Home Essentials,Furniture,4000,0,0,3,7
2025-09-19,S_004,Kukatpally,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,26,20800,85,175
2025-09-19,S_004,Kukatpally,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,17,42500,113,105
2025-09-19,S_005,Banjara Hills,Store,E_001,iPhone 15,Electronics,Mobile,80000,5,400000,16,35
2025-09-19,S_005,Banjara Hills,Store,E_002,Samsung S24,Electronics,Mobile,75000,4,300000,13,35
2025-09-19,S_005,Banjara Hills,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,8,14
2025-09-19,S_005,Banjara Hills,Store,E_004,Sony Headphones,Electronics,Audio,20000,9,180000,44,56
2025-09-19,S_005,Banjara Hills,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,236,14160,999,1400
2025-09-19,S_005,Banjara Hills,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,191,9550,807,1050
2025-09-19,S_005,Banjara Hills,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,107,9630,505,700
2025-09-19,S_005,Banjara Hills,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,125,5000,1238,1260
2025-09-19,S_005,Banjara Hills,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,51,17850,101,280
2025-09-19,S_005,Banjara Hills,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,68,13600,393,420
2025-09-19,S_005,Banjara Hills,Store,H_003,Study Table,Home Essentials,Furniture,4000,0,0,7,7
2025-09-19,S_005,Banjara Hills,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,25,20000,258,175
2025-09-19,S_005,Banjara Hills,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,15,37500,7,105
2025-09-19,S_006,Kondapur,Store,E_001,iPhone 15,Electronics,Mobile,80000,4,320000,38,35
2025-09-19,S_006,Kondapur,Store,E_002,Samsung S24,Electronics,Mobile,75000,4,300000,31,35
2025-09-19,S_006,Kondapur,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,8,14
2025-09-19,S_006,Kondapur,Store,E_004,Sony Headphones,Electronics,Audio,20000,10,200000,27,56
2025-09-19,S_006,Kondapur,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,195,11700,1776,1400
2025-09-19,S_006,Kondapur,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,153,7650,642,1050
2025-09-19,S_006,Kondapur,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,113,10170,871,700
2025-09-19,S_006,Kondapur,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,269,10760,306,1260
2025-09-19,S_006,Kondapur,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,42,14700,268,280
2025-09-19,S_006,Kondapur,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,45,9000,493,420
2025-09-19,S_006,Kondapur,Store,H_003,Study Table,Home Essentials,Furniture,4000,0,0,7,7
2025-09-19,S_006,Kondapur,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,18,14400,139,175
2025-09-19,S_006,Kondapur,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,12,30000,80,105
2025-09-19,S_007,Begumpet,Store,E_001,iPhone 15,Electronics,Mobile,80000,4,320000,11,35
2025-09-19,S_007,Begumpet,Store,E_002,Samsung S24,Electronics,Mobile,75000,4,300000,31,35
2025-09-19,S_007,Begumpet,Store,E_003,MacBook Air,Electronics,Laptop,100000,1,100000,13,14
2025-09-19,S_007,Begumpet,Store,E_004,Sony Headphones,Electronics,Audio,20000,6,120000,40,56
2025-09-19,S_007,Begumpet,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,210,12600,1151,1400
2025-09-19,S_007,Begumpet,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,180,9000,635,1050
2025-09-19,S_007,Begumpet,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,70,6300,625,700
2025-09-19,S_007,Begumpet,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,240,9600,1048,1260
2025-09-19,S_007,Begumpet,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,41,14350,414,280
2025-09-19,S_007,Begumpet,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,61,12200,60,420
2025-09-19,S_007,Begumpet,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,5,7
2025-09-19,S_007,Begumpet,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,28,22400,159,175
2025-09-19,S_007,Begumpet,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,14,35000,82,105
2025-09-19,S_008,Uppal,Store,E_001,iPhone 15,Electronics,Mobile,80000,5,400000,22,35
2025-09-19,S_008,Uppal,Store,E_002,Samsung S24,Electronics,Mobile,75000,3,225000,21,35
2025-09-19,S_008,Uppal,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,16,14
2025-09-19,S_008,Uppal,Store,E_004,Sony Headphones,Electronics,Audio,20000,8,160000,44,56
2025-09-19,S_008,Uppal,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,193,11580,1304,1400
2025-09-19,S_008,Uppal,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,192,9600,854,1050
2025-09-19,S_008,Uppal,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,79,7110,388,700
2025-09-19,S_008,Uppal,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,203,8120,1182,1260
2025-09-19,S_008,Uppal,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,21,7350,359,280
2025-09-19,S_008,Uppal,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,60,12000,30,420
2025-09-19,S_008,Uppal,Store,H_003,Study Table,Home Essentials,Furniture,4000,0,0,3,7
2025-09-19,S_008,Uppal,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,20,16000,213,175
2025-09-19,S_008,Uppal,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,16,40000,7,105
2025-09-19,S_009,Dilsukhnagar,Store,E_001,iPhone 15,Electronics,Mobile,80000,4,320000,29,35
2025-09-19,S_009,Dilsukhnagar,Store,E_002,Samsung S24,Electronics,Mobile,75000,4,300000,38,35
2025-09-19,S_009,Dilsukhnagar,Store,E_003,MacBook Air,Electronics,Laptop,100000,1,100000,9,14
2025-09-19,S_009,Dilsukhnagar,Store,E_004,Sony Headphones,Electronics,Audio,20000,6,120000,58,56
2025-09-19,S_009,Dilsukhnagar,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,180,10800,1140,1400
2025-09-19,S_009,Dilsukhnagar,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,175,8750,732,1050
2025-09-19,S_009,Dilsukhnagar,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,108,9720,491,700
2025-09-19,S_009,Dilsukhnagar,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,182,7280,387,1260
2025-09-19,S_009,Dilsukhnagar,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,34,11900,243,280
2025-09-19,S_009,Dilsukhnagar,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,70,14000,237,420
2025-09-19,S_009,Dilsukhnagar,Store,H_003,Study Table,Home Essentials,Furniture,4000,0,0,6,7
2025-09-19,S_009,Dilsukhnagar,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,29,23200,47,175
2025-09-19,S_009,Dilsukhnagar,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,13,32500,62,105
2025-09-19,S_010,Charminar,Store,E_001,iPhone 15,Electronics,Mobile,80000,3,240000,10,35
2025-09-19,S_010,Charminar,Store,E_002,Samsung S24,Electronics,Mobile,75000,5,375000,30,35
2025-09-19,S_010,Charminar,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,7,14
2025-09-19,S_010,Charminar,Store,E_004,Sony Headphones,Electronics,Audio,20000,10,200000,34,56
2025-09-19,S_010,Charminar,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,190,11400,1092,1400
2025-09-19,S_010,Charminar,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,149,7450,781,1050
2025-09-19,S_010,Charminar,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,115,10350,836,700
2025-09-19,S_010,Charminar,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,152,6080,1053,1260
2025-09-19,S_010,Charminar,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,25,8750,340,280
2025-09-19,S_010,Charminar,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,49,9800,396,420
2025-09-19,S_010,Charminar,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,8,7
2025-09-19,S_010,Charminar,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,23,18400,12,175
2025-09-19,S_010,Charminar,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,9,22500,77,105
2025-09-20,W_001,Shamirpet Central Warehouse,Warehouse,E_001,iPhone 15,Electronics,Mobile,80000,0,0,2500,0
2025-09-20,W_001,Shamirpet Central Warehouse,Warehouse,E_002,Samsung S24,Electronics,Mobile,75000,0,0,2500,0
2025-09-20,W_001,Shamirpet Central Warehouse,Warehouse,E_003,MacBook Air,Electronics,Laptop,100000,0,0,1000,0
2025-09-20,W_001,Shamirpet Central Warehouse,Warehouse,E_004,Sony Headphones,Electronics,Audio,20000,0,0,4000,0
2025-09-20,W_001,Shamirpet Central Warehouse,Warehouse,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,0,0,100000,0
2025-09-20,W_001,Shamirpet Central Warehouse,Warehouse,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,0,0,75000,0
2025-09-20,W_001,Shamirpet Central Warehouse,Warehouse,D_003,Farm Eggs (12),Daily Needs,Dairy,90,0,0,50000,0
2025-09-20,W_001,Shamirpet Central Warehouse,Warehouse,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,0,0,90000,0
2025-09-20,W_001,Shamirpet Central Warehouse,Warehouse,H_001,Detergent 2kg,Home Essentials,Cleaning,350,0,0,20000,0
2025-09-20,W_001,Shamirpet Central Warehouse,Warehouse,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,0,0,30000,0
2025-09-20,W_001,Shamirpet Central Warehouse,Warehouse,H_003,Study Table,Home Essentials,Furniture,4000,0,0,500,0
2025-09-20,W_001,Shamirpet Central Warehouse,Warehouse,F_001,Mens T-Shirt,Fashion,Menswear,800,0,0,12500,0
2025-09-20,W_001,Shamirpet Central Warehouse,Warehouse,F_002,Womans Jeans,Fashion,Womenswear,2500,0,0,7500,0
2025-09-20,S_001,Gachibowli,Store,E_001,iPhone 15,Electronics,Mobile,80000,5,400000,28,35
2025-09-20,S_001,Gachibowli,Store,E_002,Samsung S24,Electronics,Mobile,75000,10,750000,37,35
2025-09-20,S_001,Gachibowli,Store,E_003,MacBook Air,Electronics,Laptop,100000,4,400000,9,14
2025-09-20,S_001,Gachibowli,Store,E_004,Sony Headphones,Electronics,Audio,20000,13,260000,44,56
2025-09-20,S_001,Gachibowli,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,209,12540,1512,1400
2025-09-20,S_001,Gachibowli,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,260,13000,864,1050
2025-09-20,S_001,Gachibowli,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,139,12510,548,700
2025-09-20,S_001,Gachibowli,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,303,12120,789,1260
2025-09-20,S_001,Gachibowli,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,66,23100,345,280
2025-09-20,S_001,Gachibowli,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,142,28400,347,420
2025-09-20,S_001,Gachibowli,Store,H_003,Study Table,Home Essentials,Furniture,4000,2,8000,5,7
2025-09-20,S_001,Gachibowli,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,50,40000,246,175
2025-09-20,S_001,Gachibowli,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,24,60000,143,105
2025-09-20,S_002,Jubilee Hills,Store,E_001,iPhone 15,Electronics,Mobile,80000,12,960000,13,35
2025-09-20,S_002,Jubilee Hills,Store,E_002,Samsung S24,Electronics,Mobile,75000,10,750000,30,35
2025-09-20,S_002,Jubilee Hills,Store,E_003,MacBook Air,Electronics,Laptop,100000,4,400000,11,14
2025-09-20,S_002,Jubilee Hills,Store,E_004,Sony Headphones,Electronics,Audio,20000,15,300000,18,56
2025-09-20,S_002,Jubilee Hills,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,375,22500,100,1400
2025-09-20,S_002,Jubilee Hills,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,272,13600,938,1050
2025-09-20,S_002,Jubilee Hills,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,242,21780,675,700
2025-09-20,S_002,Jubilee Hills,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,467,18680,1187,1260
2025-09-20,S_002,Jubilee Hills,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,96,33600,194,280
2025-09-20,S_002,Jubilee Hills,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,92,18400,87,420
2025-09-20,S_002,Jubilee Hills,Store,H_003,Study Table,Home Essentials,Furniture,4000,2,8000,4,7
2025-09-20,S_002,Jubilee Hills,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,54,43200,235,175
2025-09-20,S_002,Jubilee Hills,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,26,65000,82,105
2025-09-20,S_003,Madhapur,Store,E_001,iPhone 15,Electronics,Mobile,80000,9,720000,30,35
2025-09-20,S_003,Madhapur,Store,E_002,Samsung S24,Electronics,Mobile,75000,6,450000,46,35
2025-09-20,S_003,Madhapur,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,16,14
2025-09-20,S_003,Madhapur,Store,E_004,Sony Headphones,Electronics,Audio,20000,8,160000,58,56
2025-09-20,S_003,Madhapur,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,253,15180,1060,1400
2025-09-20,S_003,Madhapur,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,242,12100,427,1050
2025-09-20,S_003,Madhapur,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,169,15210,204,700
2025-09-20,S_003,Madhapur,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,149,5960,1522,1260
2025-09-20,S_003,Madhapur,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,59,20650,329,280
2025-09-20,S_003,Madhapur,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,45,9000,422,420
2025-09-20,S_003,Madhapur,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,2,7
2025-09-20,S_003,Madhapur,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,41,32800,120,175
2025-09-20,S_003,Madhapur,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,16,40000,55,105
2025-09-20,S_004,Kukatpally,Store,E_001,iPhone 15,Electronics,Mobile,80000,7,560000,30,35
2025-09-20,S_004,Kukatpally,Store,E_002,Samsung S24,Electronics,Mobile,75000,8,600000,29,35
2025-09-20,S_004,Kukatpally,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,10,14
2025-09-20,S_004,Kukatpally,Store,E_004,Sony Headphones,Electronics,Audio,20000,12,240000,69,56
2025-09-20,S_004,Kukatpally,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,305,18300,538,1400
2025-09-20,S_004,Kukatpally,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,257,12850,630,1050
2025-09-20,S_004,Kukatpally,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,109,9810,348,700
2025-09-20,S_004,Kukatpally,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,270,10800,1213,1260
2025-09-20,S_004,Kukatpally,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,58,20300,279,280
2025-09-20,S_004,Kukatpally,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,72,14400,259,420
2025-09-20,S_004,Kukatpally,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,5,7
2025-09-20,S_004,Kukatpally,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,39,31200,172,175
2025-09-20,S_004,Kukatpally,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,19,47500,87,105
2025-09-20,S_005,Banjara Hills,Store,E_001,iPhone 15,Electronics,Mobile,80000,9,720000,11,35
2025-09-20,S_005,Banjara Hills,Store,E_002,Samsung S24,Electronics,Mobile,75000,6,450000,33,35
2025-09-20,S_005,Banjara Hills,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,15,14
2025-09-20,S_005,Banjara Hills,Store,E_004,Sony Headphones,Electronics,Audio,20000,8,160000,18,56
2025-09-20,S_005,Banjara Hills,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,230,13800,1331,1400
2025-09-20,S_005,Banjara Hills,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,162,8100,1166,1050
2025-09-20,S_005,Banjara Hills,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,98,8820,619,700
2025-09-20,S_005,Banjara Hills,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,301,12040,1514,1260
2025-09-20,S_005,Banjara Hills,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,50,17500,247,280
2025-09-20,S_005,Banjara Hills,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,72,14400,108,420
2025-09-20,S_005,Banjara Hills,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,3,7
2025-09-20,S_005,Banjara Hills,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,25,20000,99,175
2025-09-20,S_005,Banjara Hills,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,21,52500,89,105
2025-09-20,S_006,Kondapur,Store,E_001,iPhone 15,Electronics,Mobile,80000,5,400000,25,35
2025-09-20,S_006,Kondapur,Store,E_002,Samsung S24,Electronics,Mobile,75000,7,525000,28,35
2025-09-20,S_006,Kondapur,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,7,14
2025-09-20,S_006,Kondapur,Store,E_004,Sony Headphones,Electronics,Audio,20000,12,240000,25,56
2025-09-20,S_006,Kondapur,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,261,15660,1430,1400
2025-09-20,S_006,Kondapur,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,221,11050,396,1050
2025-09-20,S_006,Kondapur,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,142,12780,550,700
2025-09-20,S_006,Kondapur,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,214,8560,1051,1260
2025-09-20,S_006,Kondapur,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,57,19950,20,280
2025-09-20,S_006,Kondapur,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,75,15000,441,420
2025-09-20,S_006,Kondapur,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,3,7
2025-09-20,S_006,Kondapur,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,40,32000,80,175
2025-09-20,S_006,Kondapur,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,18,45000,99,105
2025-09-20,S_007,Begumpet,Store,E_001,iPhone 15,Electronics,Mobile,80000,6,480000,20,35
2025-09-20,S_007,Begumpet,Store,E_002,Samsung S24,Electronics,Mobile,75000,8,600000,36,35
2025-09-20,S_007,Begumpet,Store,E_003,MacBook Air,Electronics,Laptop,100000,3,300000,11,14
2025-09-20,S_007,Begumpet,Store,E_004,Sony Headphones,Electronics,Audio,20000,11,220000,45,56
2025-09-20,S_007,Begumpet,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,416,24960,782,1400
2025-09-20,S_007,Begumpet,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,121,6050,722,1050
2025-09-20,S_007,Begumpet,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,154,13860,542,700
2025-09-20,S_007,Begumpet,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,224,8960,928,1260
2025-09-20,S_007,Begumpet,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,50,17500,292,280
2025-09-20,S_007,Begumpet,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,90,18000,309,420
2025-09-20,S_007,Begumpet,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,5,7
2025-09-20,S_007,Begumpet,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,42,33600,190,175
2025-09-20,S_007,Begumpet,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,19,47500,77,105
2025-09-20,S_008,Uppal,Store,E_001,iPhone 15,Electronics,Mobile,80000,7,560000,19,35
2025-09-20,S_008,Uppal,Store,E_002,Samsung S24,Electronics,Mobile,75000,6,450000,27,35
2025-09-20,S_008,Uppal,Store,E_003,MacBook Air,Electronics,Laptop,100000,3,300000,12,14
2025-09-20,S_008,Uppal,Store,E_004,Sony Headphones,Electronics,Audio,20000,9,180000,36,56
2025-09-20,S_008,Uppal,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,305,18300,1243,1400
2025-09-20,S_008,Uppal,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,252,12600,75,1050
2025-09-20,S_008,Uppal,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,140,12600,153,700
2025-09-20,S_008,Uppal,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,182,7280,1060,1260
2025-09-20,S_008,Uppal,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,57,19950,341,280
2025-09-20,S_008,Uppal,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,79,15800,398,420
2025-09-20,S_008,Uppal,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,0,7
2025-09-20,S_008,Uppal,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,31,24800,113,175
2025-09-20,S_008,Uppal,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,15,37500,88,105
2025-09-20,S_009,Dilsukhnagar,Store,E_001,iPhone 15,Electronics,Mobile,80000,7,560000,11,35
2025-09-20,S_009,Dilsukhnagar,Store,E_002,Samsung S24,Electronics,Mobile,75000,6,450000,21,35
2025-09-20,S_009,Dilsukhnagar,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,17,14
2025-09-20,S_009,Dilsukhnagar,Store,E_004,Sony Headphones,Electronics,Audio,20000,14,280000,21,56
2025-09-20,S_009,Dilsukhnagar,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,299,17940,100,1400
2025-09-20,S_009,Dilsukhnagar,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,288,14400,927,1050
2025-09-20,S_009,Dilsukhnagar,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,125,11250,602,700
2025-09-20,S_009,Dilsukhnagar,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,250,10000,1223,1260
2025-09-20,S_009,Dilsukhnagar,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,38,13300,236,280
2025-09-20,S_009,Dilsukhnagar,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,78,15600,359,420
2025-09-20,S_009,Dilsukhnagar,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,6,7
2025-09-20,S_009,Dilsukhnagar,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,23,18400,12,175
2025-09-20,S_009,Dilsukhnagar,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,26,65000,95,105
2025-09-20,S_010,Charminar,Store,E_001,iPhone 15,Electronics,Mobile,80000,7,560000,39,35
2025-09-20,S_010,Charminar,Store,E_002,Samsung S24,Electronics,Mobile,75000,8,600000,10,35
2025-09-20,S_010,Charminar,Store,E_003,MacBook Air,Electronics,Laptop,100000,2,200000,10,14
2025-09-20,S_010,Charminar,Store,E_004,Sony Headphones,Electronics,Audio,20000,10,200000,52,56
2025-09-20,S_010,Charminar,Store,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,272,16320,863,1400
2025-09-20,S_010,Charminar,Store,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,297,14850,318,1050
2025-09-20,S_010,Charminar,Store,D_003,Farm Eggs (12),Daily Needs,Dairy,90,158,14220,353,700
2025-09-20,S_010,Charminar,Store,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,269,10760,90,1260
2025-09-20,S_010,Charminar,Store,H_001,Detergent 2kg,Home Essentials,Cleaning,350,61,21350,121,280
2025-09-20,S_010,Charminar,Store,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,67,13400,290,420
2025-09-20,S_010,Charminar,Store,H_003,Study Table,Home Essentials,Furniture,4000,1,4000,7,7
2025-09-20,S_010,Charminar,Store,F_001,Mens T-Shirt,Fashion,Menswear,800,33,26400,202,175
2025-09-20,S_010,Charminar,Store,F_002,Womans Jeans,Fashion,Womenswear,2500,27,67500,108,105
2025-09-21,W_001,Shamirpet Central Warehouse,Warehouse,E_001,iPhone 15,Electronics,Mobile,80000,0,0,2500,0
2025-09-21,W_001,Shamirpet Central Warehouse,Warehouse,E_002,Samsung S24,Electronics,Mobile,75000,0,0,2500,0
2025-09-21,W_001,Shamirpet Central Warehouse,Warehouse,E_003,MacBook Air,Electronics,Laptop,100000,0,0,1000,0
2025-09-21,W_001,Shamirpet Central Warehouse,Warehouse,E_004,Sony Headphones,Electronics,Audio,20000,0,0,4000,0
2025-09-21,W_001,Shamirpet Central Warehouse,Warehouse,D_001,Fresh Milk 1L,Daily Needs,Dairy,60,0,0,100000,0
2025-09-21,W_001,Shamirpet Central Warehouse,Warehouse,D_002,Whole Wheat Bread,Daily Needs,Bakery,50,0,0,75000,0
2025-09-21,W_001,Shamirpet Central Warehouse,Warehouse,D_003,Farm Eggs (12),Daily Needs,Dairy,90,0,0,50000,0
2025-09-21,W_001,Shamirpet Central Warehouse,Warehouse,D_004,Tomatoes (1kg),Daily Needs,Vegetables,40,0,0,90000,0
2025-09-21,W_001,Shamirpet Central Warehouse,Warehouse,H_001,Detergent 2kg,Home Essentials,Cleaning,350,0,0,20000,0
2025-09-21,W_001,Shamirpet Central Warehouse,Warehouse,H_002,Toilet Paper Pack,Home Essentials,Cleaning,200,0,0,30000,0
2025-09-21,W_001,Shamirpet Central Warehouse,Warehouse,H_003,Study Table,Home Essentials,Furniture,4000,0,0,500,0
2025-09-21,W_001,Shamirpet Central Warehouse,Warehouse,F_001,Mens T-Shirt,Fashion,Menswear,800,0,0,12500,0
2025-09-21,W_001,Shamirpet Central Warehouse,Warehouse,F_002,Womans Jeans,Fashion,Womenswear,2500,0,0,7500,0
2025-09-21,S_001,Gachibowli,Store,E_001,iPhone 15,Electronics,Mobile,80000,5,400000,25,35
2025-09-21,S_001,Gachibowli,Store,E_002,Samsung S24,Electronics,Mobile,75000,11,825000,36,35
