Date,Product_ID,Category,Sales_Quantity,Current_Stock,Lead_Time_Days
2024-05-28,SKU_005,Household,30,125,5
2024-05-29,SKU_001,Dairy,151,1024,2
2024-05-29,SKU_002,Bakery,100,385,2
2024-05-29,SKU_003,Electronics,11,26,14
2024-05-29,SKU_004,Clothing,44,245,7
2024-05-29,SKU_005,Household,32,159,5
2024-05-30,SKU_001,Dairy,103,1011,2
2024-05-30,SKU_002,Bakery,102,404,2
2024-05-30,SKU_003,Electronics,10,32,14
2024-05-30,SKU_004,Clothing,58,370,7
2024-05-30,SKU_005,Household,27,134,5
2024-05-31,SKU_001,Dairy,153,859,2
2024-05-31,SKU_002,Bakery,93,705,2
2024-05-31,SKU_003,Electronics,9,50,14
2024-05-31,SKU_004,Clothing,53,280,7
2024-05-31,SKU_005,Household,27,186,5
2024-06-01,SKU_001,Dairy,163,705,2
2024-06-01,SKU_002,Bakery,120,496,2
2024-06-01,SKU_003,Electronics,9,58,14
2024-06-01,SKU_004,Clothing,66,351,7
2024-06-01,SKU_005,Household,28,155,5
2024-06-02,SKU_001,Dairy,138,807,2
2024-06-02,SKU_002,Bakery,143,597,2
2024-06-02,SKU_003,Electronics,9,65,14
2024-06-02,SKU_004,Clothing,79,251,7
2024-06-02,SKU_005,Household,29,121,5
2024-06-03,SKU_001,Dairy,130,733,2
2024-06-03,SKU_002,Bakery,97,600,2
2024-06-03,SKU_003,Electronics,9,38,14
2024-06-03,SKU_004,Clothing,78,224,7
2024-06-03,SKU_005,Household,28,181,5
2024-06-04,SKU_001,Dairy,145,877,2
2024-06-04,SKU_002,Bakery,94,420,2
2024-06-04,SKU_003,Electronics,9,34,14
2024-06-04,SKU_004,Clothing,76,242,7
2024-06-04,SKU_005,Household,26,172,5
2024-06-05,SKU_001,Dairy,165,396,2
2024-06-05,SKU_002,Bakery,104,321,2
2024-06-05,SKU_003,Electronics,9,88,14
2024-06-05,SKU_004,Clothing,85,153,7
2024-06-05,SKU_005,Household,26,152,5
2024-06-06,SKU_001,Dairy,159,591,2
2024-06-06,SKU_002,Bakery,108,669,2
2024-06-06,SKU_003,Electronics,9,60,14
2024-06-06,SKU_004,Clothing,66,310,7
2024-06-06,SKU_005,Household,22,178,5
2024-06-07,SKU_001,Dairy,142,860,2
2024-06-07,SKU_002,Bakery,91,547,2
2024-06-07,SKU_003,Electronics,8,49,14
2024-06-07,SKU_004,Clothing,82,269,7
2024-06-07,SKU_005,Household,24,155,5
2024-06-08,SKU_001,Dairy,155,831,2
2024-06-08,SKU_002,Bakery,130,595,2
2024-06-08,SKU_003,Electronics,9,62,14
2024-06-08,SKU_004,Clothing,60,216,7
2024-06-08,SKU_005,Household,28,134,5
2024-06-09,SKU_001,Dairy,134,1224,2
2024-06-09,SKU_002,Bakery,122,386,2
2024-06-09,SKU_003,Electronics,9,39,14
2024-06-09,SKU_004,Clothing,73,234,7
2024-06-09,SKU_005,Household,32,84,5
2024-06-10,SKU_001,Dairy,173,870,2
2024-06-10,SKU_002,Bakery,104,382,2
2024-06-10,SKU_003,Electronics,9,56,14
2024-06-10,SKU_004,Clothing,80,232,7
2024-06-10,SKU_005,Household,30,126,5
2024-06-11,SKU_001,Dairy,144,469,2
2024-06-11,SKU_002,Bakery,76,480,2
2024-06-11,SKU_003,Electronics,9,77,14
2024-06-11,SKU_004,Clothing,75,113,7
2024-06-11,SKU_005,Household,31,124,5
2024-06-12,SKU_001,Dairy,111,918,2
2024-06-12,SKU_002,Bakery,119,453,2
2024-06-12,SKU_003,Electronics,10,58,14
2024-06-12,SKU_004,Clothing,79,299,7
2024-06-12,SKU_005,Household,27,206,5
2024-06-13,SKU_001,Dairy,161,1130,2
2024-06-13,SKU_002,Bakery,103,517,2
2024-06-13,SKU_003,Electronics,8,24,14
2024-06-13,SKU_004,Clothing,71,225,7
2024-06-13,SKU_005,Household,31,205,5
2024-06-14,SKU_001,Dairy,163,1037,2
2024-06-14,SKU_002,Bakery,96,546,2
2024-06-14,SKU_003,Electronics,8,29,14
2024-06-14,SKU_004,Clothing,72,260,7
2024-06-14,SKU_005,Household,32,98,5
2024-06-15,SKU_001,Dairy,156,554,2
2024-06-15,SKU_002,Bakery,108,496,2
2024-06-15,SKU_003,Electronics,8,21,14
2024-06-15,SKU_004,Clothing,73,222,7
2024-06-15,SKU_005,Household,32,136,5
2024-06-16,SKU_001,Dairy,148,943,2
2024-06-16,SKU_002,Bakery,134,618,2
2024-06-16,SKU_003,Electronics,8,50,14
2024-06-16,SKU_004,Clothing,69,221,7
2024-06-16,SKU_005,Household,27,133,5
2024-06-17,SKU_001,Dairy,140,787,2
2024-06-17,SKU_002,Bakery,103,653,2
2024-06-17,SKU_003,Electronics,12,44,14
2024-06-17,SKU_004,Clothing,76,102,7
2024-06-17,SKU_005,Household,30,134,5
2024-06-18,SKU_001,Dairy,133,466,2
2024-06-18,SKU_002,Bakery,96,430,2
2024-06-18,SKU_003,Electronics,10,51,14
2024-06-18,SKU_004,Clothing,68,249,7
2024-06-18,SKU_005,Household,28,237,5
2024-06-19,SKU_001,Dairy,152,816,2
2024-06-19,SKU_002,Bakery,83,520,2
2024-06-19,SKU_003,Electronics,10,46,14
2024-06-19,SKU_004,Clothing,69,408,7
2024-06-19,SKU_005,Household,27,155,5
2024-06-20,SKU_001,Dairy,134,1113,2
2024-06-20,SKU_002,Bakery,101,147,2
2024-06-20,SKU_003,Electronics,10,62,14
2024-06-20,SKU_004,Clothing,86,234,7
2024-06-20,SKU_005,Household,33,91,5
2024-06-21,SKU_001,Dairy,162,924,2
2024-06-21,SKU_002,Bakery,108,720,2
2024-06-21,SKU_003,Electronics,9,58,14
2024-06-21,SKU_004,Clothing,68,274,7
2024-06-21,SKU_005,Household,29,190,5
2024-06-22,SKU_001,Dairy,145,830,2
2024-06-22,SKU_002,Bakery,116,598,2
2024-06-22,SKU_003,Electronics,9,52,14
2024-06-22,SKU_004,Clothing,75,133,7
2024-06-22,SKU_005,Household,30,151,5
2024-06-23,SKU_001,Dairy,164,521,2
2024-06-23,SKU_002,Bakery,118,180,2
2024-06-23,SKU_003,Electronics,9,43,14
2024-06-23,SKU_004,Clothing,72,228,7
2024-06-23,SKU_005,Household,28,66,5
2024-06-24,SKU_001,Dairy,130,1290,2
2024-06-24,SKU_002,Bakery,76,548,2
2024-06-24,SKU_003,Electronics,8,39,14
2024-06-24,SKU_004,Clothing,77,195,7
2024-06-24,SKU_005,Household,30,215,5
2024-06-25,SKU_001,Dairy,162,909,2
2024-06-25,SKU_002,Bakery,96,715,2
2024-06-25,SKU_003,Electronics,9,72,14
2024-06-25,SKU_004,Clothing,74,183,7
2024-06-25,SKU_005,Household,24,69,5
2024-06-26,SKU_001,Dairy,142,674,2
2024-06-26,SKU_002,Bakery,109,539,2
2024-06-26,SKU_003,Electronics,8,47,14
2024-06-26,SKU_004,Clothing,66,255,7
2024-06-26,SKU_005,Household,24,114,5
2024-06-27,SKU_001,Dairy,180,764,2
2024-06-27,SKU_002,Bakery,101,643,2
2024-06-27,SKU_003,Electronics,10,34,14
2024-06-27,SKU_004,Clothing,62,183,7
2024-06-27,SKU_005,Household,31,158,5
2024-06-28,SKU_001,Dairy,164,923,2
2024-06-28,SKU_002,Bakery,90,605,2
2024-06-28,SKU_003,Electronics,9,62,14
2024-06-28,SKU_004,Clothing,85,282,7
2024-06-28,SKU_005,Household,29,132,5
2024-06-29,SKU_001,Dairy,135,1164,2
2024-06-29,SKU_002,Bakery,130,485,2
2024-06-29,SKU_003,Electronics,8,37,14
2024-06-29,SKU_004,Clothing,77,226,7
2024-06-29,SKU_005,Household,28,134,5
2024-06-30,SKU_001,Dairy,165,556,2
2024-06-30,SKU_002,Bakery,107,457,2
2024-06-30,SKU_003,Electronics,8,69,14
2024-06-30,SKU_004,Clothing,80,184,7
2024-06-30,SKU_005,Household,29,211,5
2024-07-01,SKU_001,Dairy,162,524,2
2024-07-01,SKU_002,Bakery,107,414,2
2024-07-01,SKU_003,Electronics,10,57,14
2024-07-01,SKU_004,Clothing,74,288,7
2024-07-01,SKU_005,Household,25,188,5
2024-07-02,SKU_001,Dairy,166,1088,2
2024-07-02,SKU_002,Bakery,88,667,2
2024-07-02,SKU_003,Electronics,10,75,14
2024-07-02,SKU_004,Clothing,84,366,7
2024-07-02,SKU_005,Household,27,168,5
2024-07-03,SKU_001,Dairy,142,841,2
2024-07-03,SKU_002,Bakery,105,473,2
2024-07-03,SKU_003,Electronics,10,44,14
2024-07-03,SKU_004,Clothing,69,215,7
2024-07-03,SKU_005,Household,34,194,5
2024-07-04,SKU_001,Dairy,165,737,2
2024-07-04,SKU_002,Bakery,88,743,2
2024-07-04,SKU_003,Electronics,9,24,14
2024-07-04,SKU_004,Clothing,83,250,7
2024-07-04,SKU_005,Household,28,151,5
2024-07-05,SKU_001,Dairy,159,1027,2
2024-07-05,SKU_002,Bakery,91,186,2
2024-07-05,SKU_003,Electronics,10,33,14
2024-07-05,SKU_004,Clothing,73,202,7
2024-07-05,SKU_005,Household,35,217,5
2024-07-06,SKU_001,Dairy,143,811,2
2024-07-06,SKU_002,Bakery,151,319,2
2024-07-06,SKU_003,Electronics,8,29,14
2024-07-06,SKU_004,Clothing,85,214,7
2024-07-06,SKU_005,Household,28,227,5
2024-07-07,SKU_001,Dairy,136,638,2
2024-07-07,SKU_002,Bakery,111,660,2
2024-07-07,SKU_003,Electronics,9,35,14
2024-07-07,SKU_004,Clothing,78,301,7
2024-07-07,SKU_005,Household,30,91,5
2024-07-08,SKU_001,Dairy,165,533,2
2024-07-08,SKU_002,Bakery,100,650,2
2024-07-08,SKU_003,Electronics,10,34,14
2024-07-08,SKU_004,Clothing,76,375,7
2024-07-08,SKU_005,Household,29,133,5
2024-07-09,SKU_001,Dairy,171,647,2
2024-07-09,SKU_002,Bakery,101,803,2
2024-07-09,SKU_003,Electronics,9,71,14
2024-07-09,SKU_004,Clothing,85,232,7
2024-07-09,SKU_005,Household,27,127,5
2024-07-10,SKU_001,Dairy,125,1017,2
2024-07-10,SKU_002,Bakery,101,632,2
2024-07-10,SKU_003,Electronics,9,47,14
2024-07-10,SKU_004,Clothing,68,293,7
2024-07-10,SKU_005,Household,31,141,5
2024-07-11,SKU_001,Dairy,143,1011,2
2024-07-11,SKU_002,Bakery,73,64,2
2024-07-11,SKU_003,Electronics,9,27,14
2024-07-11,SKU_004,Clothing,73,154,7
2024-07-11,SKU_005,Household,31,179,5
2024-07-12,SKU_001,Dairy,149,558,2
2024-07-12,SKU_002,Bakery,91,348,2
2024-07-12,SKU_003,Electronics,10,51,14
2024-07-12,SKU_004,Clothing,82,280,7
2024-07-12,SKU_005,Household,32,105,5
2024-07-13,SKU_001,Dairy,140,905,2
2024-07-13,SKU_002,Bakery,123,436,2
2024-07-13,SKU_003,Electronics,9,82,14
2024-07-13,SKU_004,Clothing,71,294,7
2024-07-13,SKU_005,Household,30,200,5
2024-07-14,SKU_001,Dairy,165,790,2
2024-07-14,SKU_002,Bakery,118,510,2
2024-07-14,SKU_003,Electronics,9,16,14
2024-07-14,SKU_004,Clothing,78,232,7
2024-07-14,SKU_005,Household,28,214,5
2024-07-15,SKU_001,Dairy,148,807,2
2024-07-15,SKU_002,Bakery,90,670,2
2024-07-15,SKU_003,Electronics,10,49,14
2024-07-15,SKU_004,Clothing,92,312,7
2024-07-15,SKU_005,Household,33,238,5
2024-07-16,SKU_001,Dairy,146,805,2
2024-07-16,SKU_002,Bakery,88,542,2
2024-07-16,SKU_003,Electronics,10,75,14
2024-07-16,SKU_004,Clothing,70,181,7
2024-07-16,SKU_005,Household,24,228,5
2024-07-17,SKU_001,Dairy,145,841,2
2024-07-17,SKU_002,Bakery,91,637,2
2024-07-17,SKU_003,Electronics,8,35,14
2024-07-17,SKU_004,Clothing,70,256,7
2024-07-17,SKU_005,Household,27,59,5
2024-07-18,SKU_001,Dairy,168,584,2
2024-07-18,SKU_002,Bakery,86,676,2
2024-07-18,SKU_003,Electronics,11,48,14
2024-07-18,SKU_004,Clothing,66,162,7
2024-07-18,SKU_005,Household,27,143,5
2024-07-19,SKU_001,Dairy,158,720,2
2024-07-19,SKU_002,Bakery,104,601,2
2024-07-19,SKU_003,Electronics,10,57,14
2024-07-19,SKU_004,Clothing,77,293,7
2024-07-19,SKU_005,Household,34,156,5
2024-07-20,SKU_001,Dairy,149,667,2
2024-07-20,SKU_002,Bakery,128,725,2
2024-07-20,SKU_003,Electronics,10,16,14
2024-07-20,SKU_004,Clothing,72,232,7
2024-07-20,SKU_005,Household,27,108,5
2024-07-21,SKU_001,Dairy,145,535,2
2024-07-21,SKU_002,Bakery,149,668,2
2024-07-21,SKU_003,Electronics,8,41,14
2024-07-21,SKU_004,Clothing,85,217,7
2024-07-21,SKU_005,Household,32,165,5
2024-07-22,SKU_001,Dairy,153,571,2
2024-07-22,SKU_002,Bakery,92,519,2
2024-07-22,SKU_003,Electronics,11,56,14
2024-07-22,SKU_004,Clothing,74,220,7
2024-07-22,SKU_005,Household,30,156,5
2024-07-23,SKU_001,Dairy,144,945,2
2024-07-23,SKU_002,Bakery,102,428,2
2024-07-23,SKU_003,Electronics,10,1,14
2024-07-23,SKU_004,Clothing,78,386,7
2024-07-23,SKU_005,Household,29,135,5
2024-07-24,SKU_001,Dairy,154,669,2
2024-07-24,SKU_002,Bakery,84,425,2
2024-07-24,SKU_003,Electronics,11,24,14
2024-07-24,SKU_004,Clothing,71,193,7
2024-07-24,SKU_005,Household,26,86,5
2024-07-25,SKU_001,Dairy,159,739,2
2024-07-25,SKU_002,Bakery,105,524,2
2024-07-25,SKU_003,Electronics,9,54,14
2024-07-25,SKU_004,Clothing,70,304,7
2024-07-25,SKU_005,Household,33,167,5
2024-07-26,SKU_001,Dairy,171,724,2
2024-07-26,SKU_002,Bakery,104,692,2
2024-07-26,SKU_003,Electronics,10,61,14
2024-07-26,SKU_004,Clothing,69,309,7
2024-07-26,SKU_005,Household,30,130,5
2024-07-27,SKU_001,Dairy,151,705,2
2024-07-27,SKU_002,Bakery,128,196,2
2024-07-27,SKU_003,Electronics,11,46,14
2024-07-27,SKU_004,Clothing,74,327,7
2024-07-27,SKU_005,Household,31,136,5
2024-07-28,SKU_001,Dairy,128,895,2
2024-07-28,SKU_002,Bakery,131,458,2
2024-07-28,SKU_003,Electronics,10,59,14
2024-07-28,SKU_004,Clothing,76,169,7
2024-07-28,SKU_005,Household,29,102,5
2024-07-29,SKU_001,Dairy,153,686,2
2024-07-29,SKU_002,Bakery,104,548,2
2024-07-29,SKU_003,Electronics,9,62,14
2024-07-29,SKU_004,Clothing,63,328,7
2024-07-29,SKU_005,Household,27,254,5
2024-07-30,SKU_001,Dairy,122,945,2
2024-07-30,SKU_002,Bakery,94,159,2
2024-07-30,SKU_003,Electronics,10,31,14
2024-07-30,SKU_004,Clothing,82,302,7
2024-07-30,SKU_005,Household,27,121,5
2024-07-31,SKU_001,Dairy,136,571,2
2024-07-31,SKU_002,Bakery,99,413,2
2024-07-31,SKU_003,Electronics,10,46,14
2024-07-31,SKU_004,Clothing,69,181,7
2024-07-31,SKU_005,Household,28,3,5
2024-08-01,SKU_001,Dairy,151,727,2
2024-08-01,SKU_002,Bakery,71,571,2
2024-08-01,SKU_003,Electronics,10,49,14
2024-08-01,SKU_004,Clothing,72,101,7
2024-08-01,SKU_005,Household,26,163,5
2024-08-02,SKU_001,Dairy,156,846,2
2024-08-02,SKU_002,Bakery,113,317,2
2024-08-02,SKU_003,Electronics,10,58,14
2024-08-02,SKU_004,Clothing,67,98,7
2024-08-02,SKU_005,Household,23,148,5
2024-08-03,SKU_001,Dairy,173,639,2
2024-08-03,SKU_002,Bakery,123,380,2
2024-08-03,SKU_003,Electronics,9,53,14
2024-08-03,SKU_004,Clothing,75,249,7
2024-08-03,SKU_005,Household,31,213,5
2024-08-04,SKU_001,Dairy,179,668,2
2024-08-04,SKU_002,Bakery,134,484,2
2024-08-04,SKU_003,Electronics,10,30,14
2024-08-04,SKU_004,Clothing,80,275,7
2024-08-04,SKU_005,Household,30,166,5
2024-08-05,SKU_001,Dairy,154,722,2
2024-08-05,SKU_002,Bakery,94,547,2
2024-08-05,SKU_003,Electronics,9,77,14
2024-08-05,SKU_004,Clothing,74,208,7
2024-08-05,SKU_005,Household,34,159,5
2024-08-06,SKU_001,Dairy,168,636,2
2024-08-06,SKU_002,Bakery,93,527,2
2024-08-06,SKU_003,Electronics,11,30,14
2024-08-06,SKU_004,Clothing,88,299,7
2024-08-06,SKU_005,Household,37,169,5
2024-08-07,SKU_001,Dairy,151,668,2
2024-08-07,SKU_002,Bakery,102,635,2
2024-08-07,SKU_003,Electronics,10,70,14
2024-08-07,SKU_004,Clothing,77,154,7
2024-08-07,SKU_005,Household,23,146,5
2024-08-08,SKU_001,Dairy,162,313,2
2024-08-08,SKU_002,Bakery,98,463,2
2024-08-08,SKU_003,Electronics,10,22,14
2024-08-08,SKU_004,Clothing,74,308,7
2024-08-08,SKU_005,Household,28,177,5
2024-08-09,SKU_001,Dairy,125,670,2
2024-08-09,SKU_002,Bakery,107,584,2
2024-08-09,SKU_003,Electronics,11,61,14
2024-08-09,SKU_004,Clothing,72,306,7
2024-08-09,SKU_005,Household,27,189,5
2024-08-10,SKU_001,Dairy,153,455,2
2024-08-10,SKU_002,Bakery,103,427,2
2024-08-10,SKU_003,Electronics,8,58,14
2024-08-10,SKU_004,Clothing,66,292,7
2024-08-10,SKU_005,Household,30,138,5
2024-08-11,SKU_001,Dairy,151,321,2
2024-08-11,SKU_002,Bakery,151,457,2
2024-08-11,SKU_003,Electronics,7,57,14
2024-08-11,SKU_004,Clothing,80,239,7
2024-08-11,SKU_005,Household,31,15,5
2024-08-12,SKU_001,Dairy,161,769,2
2024-08-12,SKU_002,Bakery,110,646,2
2024-08-12,SKU_003,Electronics,11,56,14
2024-08-12,SKU_004,Clothing,66,155,7
2024-08-12,SKU_005,Household,29,115,5
2024-08-13,SKU_001,Dairy,137,764,2
2024-08-13,SKU_002,Bakery,95,560,2
2024-08-13,SKU_003,Electronics,10,34,14
2024-08-13,SKU_004,Clothing,77,186,7
2024-08-13,SKU_005,Household,35,159,5
2024-08-14,SKU_001,Dairy,129,671,2
2024-08-14,SKU_002,Bakery,109,840,2
2024-08-14,SKU_003,Electronics,11,47,14
2024-08-14,SKU_004,Clothing,66,273,7
2024-08-14,SKU_005,Household,29,174,5
2024-08-15,SKU_001,Dairy,164,696,2
2024-08-15,SKU_002,Bakery,107,600,2
2024-08-15,SKU_003,Electronics,10,41,14
2024-08-15,SKU_004,Clothing,82,321,7
2024-08-15,SKU_005,Household,35,127,5
2024-08-16,SKU_001,Dairy,136,799,2
2024-08-16,SKU_002,Bakery,86,574,2
2024-08-16,SKU_003,Electronics,9,55,14
2024-08-16,SKU_004,Clothing,52,235,7
2024-08-16,SKU_005,Household,27,118,5
2024-08-17,SKU_001,Dairy,154,606,2
2024-08-17,SKU_002,Bakery,126,427,2
2024-08-17,SKU_003,Electronics,10,71,14
2024-08-17,SKU_004,Clothing,71,195,7
2024-08-17,SKU_005,Household,32,159,5
2024-08-18,SKU_001,Dairy,147,991,2
2024-08-18,SKU_002,Bakery,109,618,2
2024-08-18,SKU_003,Electronics,9,54,14
2024-08-18,SKU_004,Clothing,84,239,7
2024-08-18,SKU_005,Household,30,181,5
2024-08-19,SKU_001,Dairy,151,565,2
2024-08-19,SKU_002,Bakery,113,339,2
2024-08-19,SKU_003,Electronics,9,37,14
2024-08-19,SKU_004,Clothing,69,147,7
2024-08-19,SKU_005,Household,28,64,5
2024-08-20,SKU_001,Dairy,149,943,2
2024-08-20,SKU_002,Bakery,98,732,2
2024-08-20,SKU_003,Electronics,10,59,14
2024-08-20,SKU_004,Clothing,77,277,7
2024-08-20,SKU_005,Household,29,140,5
2024-08-21,SKU_001,Dairy,160,639,2
2024-08-21,SKU_002,Bakery,90,626,2
2024-08-21,SKU_003,Electronics,7,50,14
2024-08-21,SKU_004,Clothing,91,436,7
2024-08-21,SKU_005,Household,30,90,5
2024-08-22,SKU_001,Dairy,188,658,2
2024-08-22,SKU_002,Bakery,109,424,2
2024-08-22,SKU_003,Electronics,9,59,14
2024-08-22,SKU_004,Clothing,76,206,7
2024-08-22,SKU_005,Household,26,110,5
2024-08-23,SKU_001,Dairy,162,1155,2
2024-08-23,SKU_002,Bakery,100,547,2
2024-08-23,SKU_003,Electronics,10,57,14
2024-08-23,SKU_004,Clothing,79,192,7
2024-08-23,SKU_005,Household,29,168,5
2024-08-24,SKU_001,Dairy,159,742,2
2024-08-24,SKU_002,Bakery,143,324,2
2024-08-24,SKU_003,Electronics,10,49,14
2024-08-24,SKU_004,Clothing,59,292,7
2024-08-24,SKU_005,Household,29,139,5
2024-08-25,SKU_001,Dairy,141,830,2
2024-08-25,SKU_002,Bakery,137,544,2
2024-08-25,SKU_003,Electronics,9,71,14
2024-08-25,SKU_004,Clothing,76,285,7
2024-08-25,SKU_005,Household,27,217,5
2024-08-26,SKU_001,Dairy,146,1153,2
2024-08-26,SKU_002,Bakery,105,552,2
2024-08-26,SKU_003,Electronics,8,62,14
2024-08-26,SKU_004,Clothing,63,292,7
2024-08-26,SKU_005,Household,25,173,5
2024-08-27,SKU_001,Dairy,137,904,2
2024-08-27,SKU_002,Bakery,106,486,2
2024-08-27,SKU_003,Electronics,9,30,14
2024-08-27,SKU_004,Clothing,77,190,7
2024-08-27,SKU_005,Household,35,134,5
2024-08-28,SKU_001,Dairy,136,903,2
2024-08-28,SKU_002,Bakery,99,444,2
2024-08-28,SKU_003,Electronics,10,40,14
2024-08-28,SKU_004,Clothing,71,247,7
2024-08-28,SKU_005,Household,32,192,5
2024-08-29,SKU_001,Dairy,152,589,2
2024-08-29,SKU_002,Bakery,114,277,2
2024-08-29,SKU_003,Electronics,10,63,14
2024-08-29,SKU_004,Clothing,75,342,7
2024-08-29,SKU_005,Household,29,175,5
2024-08-30,SKU_001,Dairy,137,902,2
2024-08-30,SKU_002,Bakery,88,360,2
2024-08-30,SKU_003,Electronics,10,48,14
2024-08-30,SKU_004,Clothing,67,182,7
2024-08-30,SKU_005,Household,29,111,5
2024-08-31,SKU_001,Dairy,145,1143,2
2024-08-31,SKU_002,Bakery,123,569,2
2024-08-31,SKU_003,Electronics,10,62,14
2024-08-31,SKU_004,Clothing,74,263,7
2024-08-31,SKU_005,Household,31,159,5
2024-09-01,SKU_001,Dairy,146,760,2
2024-09-01,SKU_002,Bakery,158,569,2
2024-09-01,SKU_003,Electronics,11,31,14
2024-09-01,SKU_004,Clothing,54,257,7
2024-09-01,SKU_005,Household,36,124,5
2024-09-02,SKU_001,Dairy,151,795,2
2024-09-02,SKU_002,Bakery,91,333,2
2024-09-02,SKU_003,Electronics,9,49,14
2024-09-02,SKU_004,Clothing,42,252,7
2024-09-02,SKU_005,Household,27,40,5
2024-09-03,SKU_001,Dairy,166,512,2
2024-09-03,SKU_002,Bakery,98,646,2
2024-09-03,SKU_003,Electronics,9,46,14
2024-09-03,SKU_004,Clothing,47,149,7
2024-09-03,SKU_005,Household,28,112,5
2024-09-04,SKU_001,Dairy,177,598,2
2024-09-04,SKU_002,Bakery,98,165,2
2024-09-04,SKU_003,Electronics,10,47,14
2024-09-04,SKU_004,Clothing,46,213,7
2024-09-04,SKU_005,Household,29,86,5
2024-09-05,SKU_001,Dairy,144,311,2
2024-09-05,SKU_002,Bakery,120,370,2
2024-09-05,SKU_003,Electronics,8,54,14
2024-09-05,SKU_004,Clothing,53,408,7
2024-09-05,SKU_005,Household,28,154,5
2024-09-06,SKU_001,Dairy,155,752,2
2024-09-06,SKU_002,Bakery,100,428,2
2024-09-06,SKU_003,Electronics,8,67,14
2024-09-06,SKU_004,Clothing,46,213,7
2024-09-06,SKU_005,Household,33,157,5
2024-09-07,SKU_001,Dairy,161,992,2
2024-09-07,SKU_002,Bakery,108,469,2
2024-09-07,SKU_003,Electronics,9,65,14
2024-09-07,SKU_004,Clothing,47,423,7
2024-09-07,SKU_005,Household,28,155,5
2024-09-08,SKU_001,Dairy,168,303,2
2024-09-08,SKU_002,Bakery,129,572,2
2024-09-08,SKU_003,Electronics,9,37,14
2024-09-08,SKU_004,Clothing,45,279,7
2024-09-08,SKU_005,Household,29,195,5
2024-09-09,SKU_001,Dairy,169,656,2
2024-09-09,SKU_002,Bakery,87,416,2
2024-09-09,SKU_003,Electronics,10,48,14
2024-09-09,SKU_004,Clothing,55,212,7
2024-09-09,SKU_005,Household,26,89,5
2024-09-10,SKU_001,Dairy,132,563,2
2024-09-10,SKU_002,Bakery,106,334,2
2024-09-10,SKU_003,Electronics,12,67,14
2024-09-10,SKU_004,Clothing,41,212,7
2024-09-10,SKU_005,Household,30,128,5
2024-09-11,SKU_001,Dairy,157,1066,2
2024-09-11,SKU_002,Bakery,97,480,2
2024-09-11,SKU_003,Electronics,9,85,14
2024-09-11,SKU_004,Clothing,56,212,7
2024-09-11,SKU_005,Household,28,103,5
2024-09-12,SKU_001,Dairy,149,722,2
2024-09-12,SKU_002,Bakery,108,338,2
2024-09-12,SKU_003,Electronics,9,24,14
2024-09-12,SKU_004,Clothing,46,244,7
2024-09-12,SKU_005,Household,25,146,5
2024-09-13,SKU_001,Dairy,125,1270,2
2024-09-13,SKU_002,Bakery,84,283,2
2024-09-13,SKU_003,Electronics,9,43,14
2024-09-13,SKU_004,Clothing,59,330,7
2024-09-13,SKU_005,Household,30,162,5
2024-09-14,SKU_001,Dairy,146,648,2
2024-09-14,SKU_002,Bakery,151,655,2
2024-09-14,SKU_003,Electronics,9,64,14
2024-09-14,SKU_004,Clothing,42,291,7
2024-09-14,SKU_005,Household,33,193,5
2024-09-15,SKU_001,Dairy,151,559,2
2024-09-15,SKU_002,Bakery,156,385,2
2024-09-15,SKU_003,Electronics,10,40,14
2024-09-15,SKU_004,Clothing,49,270,7
2024-09-15,SKU_005,Household,32,112,5
2024-09-16,SKU_001,Dairy,189,450,2
2024-09-16,SKU_002,Bakery,109,519,2
2024-09-16,SKU_003,Electronics,10,46,14
2024-09-16,SKU_004,Clothing,43,235,7
2024-09-16,SKU_005,Household,28,212,5
2024-09-17,SKU_001,Dairy,156,592,2
2024-09-17,SKU_002,Bakery,85,641,2
2024-09-17,SKU_003,Electronics,12,53,14
2024-09-17,SKU_004,Clothing,53,210,7
2024-09-17,SKU_005,Household,27,125,5
2024-09-18,SKU_001,Dairy,161,898,2
2024-09-18,SKU_002,Bakery,99,627,2
2024-09-18,SKU_003,Electronics,9,33,14
2024-09-18,SKU_004,Clothing,39,292,7
2024-09-18,SKU_005,Household,27,129,5
2024-09-19,SKU_001,Dairy,134,1314,2
2024-09-19,SKU_002,Bakery,97,426,2
2024-09-19,SKU_003,Electronics,10,60,14
2024-09-19,SKU_004,Clothing,50,339,7
2024-09-19,SKU_005,Household,27,142,5
2024-09-20,SKU_001,Dairy,168,843,2
2024-09-20,SKU_002,Bakery,96,469,2
2024-09-20,SKU_003,Electronics,12,47,14
2024-09-20,SKU_004,Clothing,46,231,7
2024-09-20,SKU_005,Household,28,122,5
2024-09-21,SKU_001,Dairy,181,753,2
2024-09-21,SKU_002,Bakery,118,576,2
2024-09-21,SKU_003,Electronics,9,50,14
2024-09-21,SKU_004,Clothing,51,376,7
2024-09-21,SKU_005,Household,27,210,5
2024-09-22,SKU_001,Dairy,150,1098,2
2024-09-22,SKU_002,Bakery,133,633,2
2024-09-22,SKU_003,Electronics,10,62,14
2024-09-22,SKU_004,Clothing,52,307,7
2024-09-22,SKU_005,Household,31,103,5
2024-09-23,SKU_001,Dairy,152,685,2
2024-09-23,SKU_002,Bakery,86,614,2
2024-09-23,SKU_003,Electronics,10,52,14
2024-09-23,SKU_004,Clothing,43,236,7
